sid,name,output_count,individual_count,group_count,intervention_count,timecourse_count,output_pks,licence
PKDB00062,Stille1987,432,12,1,13,0,"[304225, 304226, 304227, 304228, 304229, 304230, 304231, 304232, 304233, 304234, 304235, 304236, 304237, 304238, 304239, 304240, 304241, 304242, 304243, 304244, 304245, 304246, 304247, 304248, 304249, 304250, 304251, 304252, 304253, 304254, 304255, 304256, 304257, 304258, 304259, 304260, 304261, 304262, 304263, 304264, 304265, 304266, 304267, 304268, 304269, 304270, 304271, 304272, 304273, 304274, 304275, 304276, 304277, 304278, 304279, 304280, 304281, 304282, 304283, 304284, 304285, 304286, 304287, 304288, 304289, 304290, 304291, 304292, 304293, 304294, 304295, 304296, 304297, 304298, 304299, 304300, 304301, 304302, 304303, 304304, 304305, 304306, 304307, 304308, 304309, 304310, 304311, 304312, 304313, 304314, 304315, 304316, 304317, 304318, 304319, 304320, 304321, 304322, 304323, 304324, 304325, 304326, 304327, 304328, 304329, 304330, 304331, 304332, 304333, 304334, 304335, 304336, 304337, 304338, 304339, 304340, 304341, 304342, 304343, 304344, 304345, 304346, 304347, 304348, 304349, 304350, 304351, 304352, 304353, 304354, 304355, 304356, 304357, 304358, 304359, 304360, 304361, 304362, 304363, 304364, 304365, 304366, 304367, 304368, 304369, 304370, 304371, 304372, 304373, 304374, 304375, 304376, 304377, 304378, 304379, 304380, 304381, 304382, 304383, 304384, 304385, 304386, 304387, 304388, 304389, 304390, 304391, 304392, 304393, 304394, 304395, 304396, 304397, 304398, 304399, 304400, 304401, 304402, 304403, 304404, 304405, 304406, 304407, 304408, 304409, 304410, 304411, 304412, 304413, 304414, 304415, 304416, 304417, 304418, 304419, 304420, 304421, 304422, 304423, 304424, 304425, 304426, 304427, 304428, 304429, 304430, 304431, 304432, 304433, 304434, 304435, 304436, 304437, 304438, 304439, 304440, 304441, 304442, 304443, 304444, 304445, 304446, 304447, 304448, 304449, 304450, 304451, 304452, 304453, 304454, 304455, 304456, 304457, 304458, 304459, 304460, 304461, 304462, 304463, 304464, 304465, 304466, 304467, 304468, 304469, 304470, 304471, 304472, 304473, 304474, 304475, 304476, 304477, 304478, 304479, 304480, 304481, 304482, 304483, 304484, 304485, 304486, 304487, 304488, 304489, 304490, 304491, 304492, 304493, 304494, 304495, 304496, 304497, 304498, 304499, 304500, 304501, 304502, 304503, 304504, 304505, 304506, 304507, 304508, 304509, 304510, 304511, 304512, 304513, 304514, 304515, 304516, 304517, 304518, 304519, 304520, 304521, 304522, 304523, 304524, 304525, 304526, 304527, 304528, 304529, 304530, 304531, 304532, 304533, 304534, 304535, 304536, 304537, 304538, 304539, 304540, 304541, 304542, 304543, 304544, 304545, 304546, 304547, 304548, 304549, 304550, 304551, 304552, 304553, 304554, 304555, 304556, 304557, 304558, 304559, 304560, 304561, 304562, 304563, 304564, 304565, 304566, 304567, 304568, 304569, 304570, 304571, 304572, 304573, 304574, 304575, 304576, 304577, 304578, 304579, 304580, 304581, 304582, 304583, 304584, 304585, 304586, 304587, 304588, 304589, 304590, 304591, 304592, 304593, 304594, 304595, 304596, 304597, 304598, 304599, 304600, 304601, 304602, 304603, 304604, 304605, 304606, 304607, 304608, 304609, 304610, 304611, 304612, 304613, 304614, 304615, 304616, 304617, 304618, 304619, 304620, 304621, 304622, 304623, 304624, 304625, 304626, 304627, 304628, 304629, 304630, 304631, 304632, 304633, 304634, 304635, 304636, 304637, 304638, 304639, 304640, 304641, 304642, 304643, 304644, 304645, 304646, 304647, 304648, 304649, 304650, 304651, 304652, 304653, 304654, 304655, 304656]",closed
PKDB00488,Syed2005,198,0,5,9,9,"[304974, 304693, 304694, 304695, 304975, 304696, 304697, 304698, 304699, 304700, 304701, 304702, 304703, 304704, 304705, 304706, 304707, 304708, 304709, 304710, 304711, 304712, 304713, 304714, 304715, 304716, 304717, 304718, 304719, 304720, 304721, 304722, 304723, 304724, 304725, 304726, 304727, 304728, 304976, 304810, 304900, 304901, 304902, 304903, 304904, 304905, 304906, 304907, 304908, 304818, 304819, 304826, 304827, 304828, 304829, 304830, 304831, 304832, 304833, 304837, 304838, 304839, 304840, 304841, 304842, 304843, 304844, 304845, 304846, 304847, 304848, 304849, 304850, 304851, 304852, 304853, 304854, 304855, 304811, 304812, 304813, 304814, 304815, 304816, 304817, 304864, 304865, 304866, 304867, 304868, 304869, 304870, 304871, 304872, 304873, 304874, 304875, 304876, 304877, 304878, 304879, 304880, 304881, 304882, 304883, 304884, 304885, 304886, 304820, 304821, 304822, 304823, 304824, 304825, 304918, 304919, 304920, 304921, 304922, 304923, 304924, 304925, 304926, 304834, 304835, 304836, 304936, 304937, 304938, 304939, 304940, 304941, 304942, 304943, 304944, 304954, 304955, 304956, 304957, 304958, 304959, 304960, 304961, 304962, 304972, 304973, 304977, 304978, 304979, 304980, 304856, 304857, 304858, 304859, 304860, 304861, 304862, 304863, 304990, 304991, 304992, 304993, 304994, 304995, 304996, 304997, 304998, 305008, 305009, 305010, 305011, 305012, 305013, 305014, 305015, 305016, 305026, 305027, 305028, 305029, 305030, 305031, 305032, 305033, 305034, 304887, 304888, 304889, 304890, 305044, 305045, 305046, 305047, 305048, 305049, 305050, 305051, 305052]",closed
PKDB00489,Tanaka1993,106,0,1,2,6,"[305068, 305069, 305070, 305071, 305072, 305073, 305074, 305075, 305076, 305077, 305078, 305079, 305080, 305081, 305082, 305144, 305145, 305146, 305147, 305148, 305149, 305150, 305151, 305161, 305153, 305154, 305155, 305156, 305157, 305158, 305159, 305160, 305135, 305136, 305137, 305138, 305139, 305140, 305141, 305142, 305143, 305196, 305197, 305198, 305199, 305200, 305201, 305202, 305203, 305204, 305178, 305179, 305180, 305181, 305182, 305183, 305184, 305185, 305186, 305208, 305209, 305210, 305152, 305217, 305169, 305170, 305171, 305172, 305173, 305174, 305218, 305219, 305220, 305221, 305222, 305162, 305163, 305164, 305165, 305166, 305167, 305168, 305229, 305230, 305231, 305232, 305233, 305234, 305241, 305242, 305243, 305244, 305245, 305246, 305175, 305176, 305177, 305256, 305257, 305258, 305259, 305260, 305261, 305262, 305263, 305264]",closed
PKDB00136,Tanaka2014,194,0,1,5,13,"[305391, 305392, 305427, 305428, 305429, 305430, 305431, 305432, 305433, 305434, 305435, 305409, 305410, 305411, 305412, 305413, 305414, 305415, 305416, 305417, 305436, 305437, 305438, 305439, 305440, 305441, 305442, 305443, 305393, 305394, 305395, 305396, 305397, 305398, 305399, 305400, 305401, 305402, 305403, 305404, 305405, 305406, 305407, 305463, 305464, 305465, 305466, 305467, 305468, 305469, 305470, 305472, 305473, 305474, 305475, 305476, 305477, 305478, 305479, 305480, 305547, 305548, 305549, 305550, 305551, 305552, 305418, 305419, 305420, 305421, 305481, 305482, 305483, 305484, 305485, 305486, 305606, 305607, 305608, 305609, 305610, 305611, 305612, 305454, 305455, 305456, 305457, 305458, 305445, 305446, 305447, 305448, 305449, 305450, 305451, 305452, 305453, 305502, 305503, 305504, 305382, 305383, 305384, 305385, 305386, 305387, 305388, 305389, 305390, 305514, 305515, 305516, 305517, 305518, 305519, 305520, 305521, 305522, 305471, 305532, 305533, 305534, 305535, 305536, 305537, 305538, 305539, 305540, 305422, 305423, 305424, 305425, 305426, 305556, 305557, 305558, 305562, 305563, 305564, 305574, 305575, 305576, 305577, 305578, 305579, 305580, 305581, 305582, 305490, 305491, 305492, 305493, 305494, 305495, 305496, 305497, 305498, 305589, 305590, 305591, 305592, 305593, 305594, 305487, 305488, 305489, 305604, 305605, 305459, 305460, 305461, 305462, 305619, 305620, 305621, 305622, 305623, 305624, 305444, 305628, 305629, 305630, 305637, 305638, 305639, 305640, 305641, 305642, 305408, 305648, 305649, 305650, 305651, 305652]",open
PKDB00491,Trang1985,40,10,1,1,0,"[305693, 305694, 305695, 305696, 305697, 305698, 305699, 305700, 305701, 305702, 305703, 305704, 305705, 305706, 305707, 305708, 305709, 305710, 305711, 305712, 305713, 305714, 305715, 305716, 305717, 305723, 305724, 305725, 305726, 305727, 305728, 305729, 305730, 305731, 305732, 305718, 305719, 305720, 305721, 305722]",closed
PKDB00492,Tripathi2015,109,42,6,1,3,"[305752, 305756, 305760, 305761, 305762, 305763, 305764, 305753, 305754, 305755, 305757, 305758, 305759, 305749, 305750, 305751, 305795, 305796, 305797, 305798, 305799, 305800, 305801, 305802, 305803, 305804, 305805, 305806, 305807, 305808, 305809, 305810, 305811, 305812, 305813, 305814, 305815, 305816, 305817, 305818, 305819, 305820, 305821, 305822, 305823, 305824, 305879, 305880, 305881, 305882, 305883, 305884, 305885, 305886, 305887, 305888, 305889, 305890, 305891, 305892, 305893, 305894, 305895, 305896, 305897, 305898, 305899, 305900, 305901, 305902, 305903, 305904, 305905, 305906, 305907, 305908, 305909, 305910, 305911, 305912, 305913, 305914, 305915, 305916, 305917, 305918, 305919, 305920, 305921, 305922, 305923, 305924, 305925, 305926, 305927, 305928, 305929, 305930, 305931, 305932, 305936, 305937, 305938, 305942, 305943, 305944, 305948, 305949, 305950]",closed
PKDB00063,Turpault2009,282,0,1,5,14,"[306035, 306036, 306037, 306038, 306039, 306040, 306041, 306042, 306043, 306044, 306045, 306071, 306072, 306073, 306074, 306075, 306076, 306077, 306078, 306079, 306080, 306081, 306083, 306084, 306085, 306086, 306087, 306088, 306089, 306090, 306091, 306092, 306093, 306059, 306060, 306061, 306062, 306063, 306064, 306065, 306066, 306067, 306068, 306069, 306070, 306215, 306222, 306223, 306224, 306225, 306226, 306227, 306235, 306236, 306237, 306238, 306239, 306240, 306241, 306242, 306243, 306244, 306245, 306247, 306248, 306249, 306250, 306251, 306252, 306253, 306254, 306255, 306256, 306257, 306423, 306424, 306425, 306426, 306427, 306428, 306429, 306430, 306259, 306260, 306261, 306262, 306263, 306264, 306265, 306270, 306271, 306272, 306281, 306282, 306283, 306284, 306285, 306286, 306287, 306288, 306289, 306290, 306291, 306302, 306303, 306304, 306305, 306306, 306307, 306308, 306309, 306310, 306311, 306312, 306313, 306314, 306315, 306316, 306317, 306318, 306319, 306023, 306024, 306025, 306026, 306027, 306028, 306029, 306030, 306031, 306032, 306033, 306034, 306332, 306333, 306334, 306335, 306336, 306337, 306338, 306339, 306340, 306046, 306350, 306351, 306352, 306353, 306354, 306355, 306356, 306357, 306358, 306209, 306210, 306211, 306212, 306213, 306214, 306216, 306217, 306218, 306219, 306220, 306221, 306368, 306369, 306370, 306371, 306372, 306373, 306374, 306375, 306376, 306228, 306229, 306230, 306231, 306232, 306233, 306234, 306386, 306387, 306388, 306389, 306390, 306391, 306392, 306393, 306394, 306246, 306404, 306405, 306406, 306407, 306408, 306409, 306410, 306411, 306412, 306258, 306422, 306266, 306267, 306268, 306269, 306437, 306438, 306439, 306440, 306441, 306442, 306273, 306274, 306275, 306276, 306277, 306278, 306279, 306280, 306452, 306453, 306454, 306455, 306456, 306457, 306458, 306459, 306460, 306047, 306048, 306049, 306050, 306051, 306052, 306053, 306054, 306055, 306056, 306057, 306058, 306467, 306468, 306469, 306470, 306471, 306472, 306082, 306094, 306479, 306480, 306481, 306482, 306483, 306484, 306292, 306293, 306294, 306295, 306296, 306297, 306298, 306299, 306300, 306301, 306491, 306492, 306493, 306494, 306495, 306496, 306320, 306321, 306322, 306506, 306507, 306508, 306509, 306510, 306511, 306512, 306513, 306514]",open
PKDB00493,Wahllaender1990,976,423,12,4,6,"[306575, 306576, 306577, 306578, 306579, 306580, 306581, 306582, 306583, 306584, 306585, 306586, 306587, 306588, 306589, 306590, 306591, 306592, 306593, 306594, 306595, 306596, 306597, 306598, 306599, 306600, 306601, 306602, 306603, 306604, 306605, 306606, 306607, 306608, 306609, 306610, 306611, 306612, 306613, 306614, 306615, 306616, 306617, 306618, 306619, 306620, 306621, 306622, 306623, 306624, 306625, 306626, 306627, 306628, 306629, 306630, 306631, 306632, 306633, 306634, 306683, 306684, 306685, 306686, 306687, 306689, 306671, 306672, 306673, 306674, 306675, 306701, 306702, 306703, 306704, 306705, 306706, 306690, 306691, 306692, 306693, 306694, 306903, 306904, 306905, 306906, 306907, 306908, 306909, 306910, 306911, 306912, 306913, 306914, 306915, 306916, 306917, 306918, 306919, 306920, 306921, 306922, 306923, 306924, 306925, 306926, 306927, 306928, 306929, 306930, 306931, 306932, 306933, 306934, 306935, 306936, 306937, 306938, 306939, 306940, 306941, 306942, 306943, 306944, 306945, 306946, 306947, 306948, 306949, 306950, 306951, 306952, 306953, 306954, 306955, 306956, 306957, 306958, 306959, 306960, 306961, 306962, 306963, 306964, 306965, 306966, 306967, 306968, 306969, 306970, 306971, 306972, 306973, 306974, 306975, 306976, 306977, 306978, 306979, 306980, 306981, 306982, 306983, 306984, 306985, 306986, 306987, 306988, 306989, 306990, 306991, 306992, 306993, 306994, 306995, 306996, 306997, 306998, 306999, 307000, 307001, 307002, 307003, 307004, 307005, 307006, 307007, 307008, 307009, 307010, 307011, 307012, 307013, 307014, 307015, 307016, 307017, 307018, 307019, 307020, 307021, 307022, 307023, 307024, 307025, 307026, 307027, 307028, 307029, 307030, 307031, 307032, 307033, 307034, 307035, 307036, 307037, 307038, 307039, 307040, 307041, 307042, 307043, 307044, 307045, 307046, 307047, 307048, 307049, 307050, 307051, 307052, 307053, 307054, 307055, 307056, 307057, 307058, 307059, 307060, 307061, 307062, 307063, 307064, 307065, 307066, 307067, 307068, 307069, 307070, 307071, 307072, 307073, 307074, 307075, 307076, 307077, 307078, 307079, 307080, 307081, 307082, 307083, 307084, 307085, 307086, 307087, 307088, 307089, 307090, 307091, 307092, 307093, 307094, 307095, 307096, 307097, 307098, 307235, 307236, 307237, 307238, 307239, 307240, 307241, 307242, 307243, 307244, 307245, 307246, 307247, 307248, 307249, 307250, 307251, 307252, 307253, 307254, 307255, 307256, 307257, 307258, 307259, 307260, 307289, 307290, 307291, 307292, 307293, 307294, 307295, 307296, 307631, 307632, 307633, 307634, 307635, 307636, 307637, 307638, 307639, 307640, 307641, 307642, 307643, 307644, 307645, 307646, 307647, 307648, 307649, 307650, 307651, 307652, 307653, 307654, 307655, 307656, 307664, 307665, 307666, 307667, 307668, 307669, 307670, 307696, 307697, 307698, 307699, 307700, 307701, 307702, 307703, 307704, 307705, 307706, 307707, 307708, 307709, 307710, 307711, 307712, 307713, 307714, 307715, 307716, 307717, 307718, 307719, 307771, 307772, 307773, 307774, 307775, 307776, 307777, 307778, 307779, 307780, 307781, 307727, 307728, 307729, 307730, 307731, 307732, 307733, 307734, 307783, 307804, 307805, 307806, 307807, 307808, 307809, 307810, 307811, 307812, 307813, 307814, 307815, 307816, 307817, 307818, 307819, 307820, 307821, 307822, 307823, 307836, 307854, 307855, 307856, 307857, 307858, 307859, 307860, 307861, 307862, 307863, 307864, 307865, 307866, 307867, 307868, 307869, 308170, 308171, 308172, 308173, 308174, 308175, 308176, 308177, 308178, 308179, 308180, 308181, 308182, 308183, 308184, 308185, 308186, 308187, 308188, 308189, 308190, 308191, 308192, 308193, 308194, 308202, 308203, 308238, 308239, 308240, 308241, 308242, 308243, 308244, 308245, 308246, 308247, 308248, 308249, 308250, 308251, 308252, 308253, 308254, 308301, 308302, 308303, 308304, 308305, 308306, 308307, 308308, 308309, 308255, 308256, 308257, 308258, 308259, 308260, 308261, 308262, 308263, 308264, 308265, 308266, 308267, 308312, 308313, 308333, 308334, 308335, 308336, 308337, 308338, 308339, 308340, 308341, 308342, 308343, 308344, 308345, 308346, 308347, 308348, 308349, 308350, 308351, 308352, 307207, 307208, 307209, 307210, 307211, 307212, 307213, 307214, 307215, 307216, 307217, 307218, 307219, 307220, 307221, 307222, 307223, 307224, 307225, 307226, 307227, 307228, 308369, 308370, 308371, 308372, 308382, 308383, 308384, 308385, 308386, 308387, 308388, 308389, 308390, 308391, 308392, 308393, 307229, 307230, 307231, 307232, 307233, 307234, 307261, 307262, 307263, 307264, 307265, 307266, 307267, 307268, 307269, 307270, 307271, 307272, 307273, 307274, 307275, 307276, 307277, 307278, 307279, 307280, 307281, 307282, 307283, 307284, 307285, 307286, 307287, 307288, 307297, 307298, 307299, 307300, 307301, 307302, 307303, 307304, 307305, 307306, 307307, 307308, 307309, 307310, 307311, 307312, 307313, 307314, 307595, 307596, 307597, 307598, 307599, 307600, 307601, 307602, 307603, 307604, 307605, 307606, 307607, 307608, 307609, 307610, 307611, 307612, 307613, 307614, 307615, 307616, 307617, 307618, 307619, 307620, 307621, 307622, 307623, 307624, 307625, 307626, 307627, 307628, 307629, 307630, 307735, 307736, 307737, 307738, 307739, 307740, 307741, 307742, 307743, 307744, 307745, 307746, 307747, 307748, 307749, 307750, 307751, 307752, 307753, 307754, 307755, 307756, 307757, 307758, 307759, 307760, 307761, 307762, 307763, 307764, 307765, 307766, 307767, 307768, 307769, 307770, 307782, 307657, 307658, 307659, 307660, 307661, 307662, 307663, 307784, 307785, 307786, 307787, 307788, 307789, 307790, 307791, 307792, 307793, 307794, 307795, 307796, 307797, 307798, 307799, 307800, 307801, 307802, 307803, 307671, 307672, 307673, 307674, 307675, 307676, 307677, 307678, 307679, 307680, 307681, 307682, 307683, 307684, 307685, 307686, 307687, 307688, 307689, 307690, 307691, 307692, 307693, 307694, 307695, 307824, 307825, 307826, 307827, 307828, 307829, 307830, 307831, 307832, 307833, 307834, 307835, 307837, 307838, 307839, 307840, 307841, 307842, 307843, 307844, 307845, 307846, 307847, 307848, 307849, 307850, 307851, 307852, 307853, 307720, 307721, 307722, 307723, 307724, 307725, 307726, 307870, 307871, 307872, 307873, 307874, 308137, 308138, 308139, 308140, 308141, 308142, 308143, 308144, 308145, 308146, 308147, 308148, 308149, 308150, 308151, 308152, 308153, 308154, 308155, 308156, 308157, 308158, 308159, 308160, 308161, 308162, 308163, 308164, 308165, 308166, 308167, 308168, 308169, 308268, 308269, 308270, 308271, 308272, 308273, 308274, 308275, 308276, 308277, 308278, 308279, 308280, 308281, 308282, 308283, 308284, 308285, 308286, 308287, 308288, 308289, 308290, 308291, 308292, 308293, 308294, 308295, 308296, 308297, 308298, 308299, 308300, 308310, 308311, 308195, 308196, 308197, 308198, 308199, 308200, 308201, 308314, 308315, 308316, 308317, 308318, 308319, 308320, 308321, 308322, 308323, 308324, 308325, 308326, 308327, 308328, 308329, 308330, 308331, 308332, 308204, 308205, 308206, 308207, 308208, 308209, 308210, 308211, 308212, 308213, 308214, 308215, 308216, 308217, 308218, 308219, 308220, 308221, 308222, 308223, 308224, 308225, 308226, 308227, 308228, 308229, 308230, 308231, 308232, 308233, 308234, 308235, 308236, 308237, 308353, 308354, 308355, 308356, 308357, 308358, 308359, 308360, 308361, 308362, 308363, 308364, 308365, 308366, 308367, 308368, 308373, 308374, 308375, 308376, 308377, 308378, 308379, 308380, 308381, 308394, 308395, 308396, 308397, 308398, 306695, 306696, 306697, 306698, 306699, 306700, 308405, 308406, 308407, 308408, 308409, 308410, 306677, 306678, 306679, 306680, 306681, 306682, 308417, 308418, 308419, 308420, 308421, 308422, 308428, 308429, 308430, 308431, 308432, 306688, 308438, 308439, 308440, 308441, 308442, 308449, 308450, 308451, 308452, 308453, 308454, 306676, 308461, 308462, 308463, 308464, 308465, 308466]",closed
PKDB00383,Wang1985,57,0,5,2,3,"[309267, 309268, 309269, 309270, 309271, 309272, 309273, 309274, 309275, 309174, 309175, 309176, 309177, 309182, 309183, 309184, 309185, 309178, 309179, 309180, 309181, 309204, 309205, 309206, 309207, 309208, 309209, 309210, 309211, 309212, 309213, 309214, 309215, 309216, 309217, 309218, 309219, 309220, 309221, 309231, 309232, 309233, 309234, 309235, 309236, 309237, 309238, 309239, 309249, 309250, 309251, 309252, 309253, 309254, 309255, 309256, 309257]",closed
PKDB00339,White2016,130,0,6,5,5,"[309316, 309317, 309318, 309319, 309320, 309321, 309322, 309323, 309324, 309325, 309326, 309327, 309328, 309329, 309330, 309331, 309332, 309333, 309334, 309335, 309336, 309337, 309338, 309339, 309340, 309341, 309342, 309343, 309344, 309345, 309346, 309347, 309348, 309349, 309350, 309351, 309352, 309353, 309354, 309355, 309419, 309420, 309421, 309422, 309423, 309424, 309425, 309426, 309427, 309410, 309411, 309412, 309413, 309414, 309415, 309416, 309417, 309437, 309438, 309439, 309440, 309441, 309442, 309401, 309402, 309403, 309404, 309405, 309406, 309407, 309408, 309428, 309429, 309430, 309431, 309432, 309433, 309434, 309435, 309436, 309455, 309456, 309457, 309458, 309459, 309460, 309461, 309462, 309463, 309473, 309474, 309475, 309476, 309477, 309478, 309479, 309480, 309481, 309418, 309491, 309492, 309493, 309494, 309495, 309496, 309497, 309498, 309499, 309443, 309444, 309445, 309509, 309510, 309511, 309512, 309513, 309514, 309515, 309516, 309517, 309409, 309527, 309528, 309529, 309530, 309531, 309532, 309533, 309534, 309535]",closed
PKDB00494,Yamazaki2016,392,0,7,6,14,"[310101, 310102, 310103, 310104, 310105, 310106, 310107, 310108, 310109, 309676, 309677, 309678, 309679, 309680, 309681, 309682, 309683, 309684, 309685, 309686, 309687, 309688, 309689, 309690, 310245, 310246, 310247, 310248, 310249, 310250, 310251, 310252, 310253, 309860, 309861, 309862, 309863, 309864, 309865, 309661, 309662, 309663, 309664, 309665, 309666, 309667, 309668, 309669, 309670, 309671, 309672, 309673, 309674, 309675, 309691, 309692, 309693, 309694, 309695, 309696, 309697, 309698, 309699, 309700, 309706, 309707, 309708, 309709, 309710, 309711, 309712, 309713, 309714, 309715, 309716, 309743, 309744, 309745, 309746, 309747, 309748, 309749, 309750, 309751, 309752, 309753, 309718, 309719, 309720, 309721, 309722, 309723, 309724, 309725, 309726, 309727, 309728, 309729, 309717, 309852, 309853, 309854, 309855, 309856, 309857, 309858, 309859, 309877, 309878, 309879, 309880, 309881, 309882, 309883, 309901, 309902, 309903, 309904, 309905, 309906, 309907, 309908, 309916, 309917, 309918, 309919, 309920, 309921, 309922, 309923, 309924, 309925, 309926, 309927, 309928, 309929, 309930, 309931, 309932, 310020, 310021, 310022, 310023, 310024, 310025, 310026, 310027, 310028, 310029, 310030, 310031, 310032, 310033, 310034, 310035, 310036, 310037, 310038, 310039, 310040, 310041, 310042, 310043, 310044, 310045, 310046, 310047, 310048, 310049, 310050, 310051, 310052, 310053, 310054, 310055, 310056, 310057, 310058, 310059, 310060, 310061, 310062, 310063, 310064, 310065, 310066, 310067, 310068, 310069, 310070, 310071, 310072, 310073, 310074, 310075, 310076, 310077, 310078, 310079, 310080, 310081, 310082, 310083, 310084, 310085, 310086, 310087, 310088, 310089, 310090, 310091, 309646, 309647, 309648, 309649, 309650, 309651, 309652, 309653, 309654, 309655, 309656, 309657, 309658, 309659, 309660, 310116, 310117, 310118, 310119, 310120, 310121, 310131, 310132, 310133, 310134, 310135, 310136, 310137, 310138, 310139, 309701, 309702, 309703, 309704, 309705, 310146, 310147, 310148, 310149, 310150, 310151, 309730, 309731, 309732, 309733, 309734, 309735, 309736, 309737, 309738, 309739, 309740, 309741, 309742, 310161, 310162, 310163, 310164, 310165, 310166, 310167, 310168, 310169, 309754, 309755, 310179, 310180, 310181, 310182, 310183, 310184, 310185, 310186, 310187, 309884, 309885, 309886, 309887, 309888, 309889, 309890, 309891, 309892, 309893, 309894, 309895, 309896, 309897, 309898, 309899, 309900, 310197, 310198, 310199, 310200, 310201, 310202, 310203, 310204, 310205, 309869, 309870, 309871, 309872, 309873, 309874, 309875, 309876, 310215, 310216, 310217, 310218, 310219, 310220, 310221, 310222, 310223, 309933, 309934, 309935, 309936, 309937, 309938, 309939, 309940, 309941, 309942, 309943, 309944, 309945, 309946, 309947, 310230, 310231, 310232, 310233, 310234, 310235, 309909, 309910, 309911, 309912, 309913, 309914, 309915, 309866, 309867, 309868, 310263, 310264, 310265, 310266, 310267, 310268, 310269, 310270, 310271, 310278, 310279, 310280, 310281, 310282, 310283, 310293, 310294, 310295, 310296, 310297, 310298, 310299, 310300, 310301, 310311, 310312, 310313, 310314, 310315, 310316, 310317, 310318, 310319]",closed
